CounsellingYear,Round,DataType,State,InstituteType,MCCCode,Institute,Quota,Course,RawBranch,CategoryCode,CandidateCategory,PwDStatus,Seats,SeatGender,SourceDocument
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200124,"Late Shri Baliram Kashyap Memorial NDMC Govt. Medical College, Jagdalpur, LATE BALIRAM KASHYAP MEMORIAL GOVT. MEDICAL COLLEGE, DIMRAPAL GEEDAM ROAD , JAGDALPUR DIST-BASTAR",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200124,"Late Shri Baliram Kashyap Memorial NDMC Govt. Medical College, Jagdalpur, LATE BALIRAM KASHYAP MEMORIAL GOVT. MEDICAL COLLEGE, DIMRAPAL GEEDAM ROAD , JAGDALPUR DIST-BASTAR",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200125,"Late Shri Lakhi Ram Agrawal Memorial Govt. Medical College, Raigarh, T.V.Tower road, Bendrachua, Raigarh",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200125,"Late Shri Lakhi Ram Agrawal Memorial Govt. Medical College, Raigarh, T.V.Tower road, Bendrachua, Raigarh",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200125,"Late Shri Lakhi Ram Agrawal Memorial Govt. Medical College, Raigarh, T.V.Tower road, Bendrachua, Raigarh",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,6,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200125,"Late Shri Lakhi Ram Agrawal Memorial Govt. Medical College, Raigarh, T.V.Tower road, Bendrachua, Raigarh",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200125,"Late Shri Lakhi Ram Agrawal Memorial Govt. Medical College, Raigarh, T.V.Tower road, Bendrachua, Raigarh",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200126,"Pt. J N M Medical College, Raipur, In front of Central Jail, Jail Road Raipur C.G.",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,5,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200126,"Pt. J N M Medical College, Raipur, In front of Central Jail, Jail Road Raipur C.G.",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200126,"Pt. J N M Medical College, Raipur, In front of Central Jail, Jail Road Raipur C.G.",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,9,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200126,"Pt. J N M Medical College, Raipur, In front of Central Jail, Jail Road Raipur C.G.",All India,MBBS,MBBS (MBBS),OP PH,OP,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200126,"Pt. J N M Medical College, Raipur, In front of Central Jail, Jail Road Raipur C.G.",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200126,"Pt. J N M Medical College, Raipur, In front of Central Jail, Jail Road Raipur C.G.",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200121,"Rajmata Shrimata Devendra Kumari Singhdeo Government Medical College, Ambikapur (Surguja), Chhattisgarh, Kanyaparisar Road Gangapur Ambikapur District Surguja",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200121,"Rajmata Shrimata Devendra Kumari Singhdeo Government Medical College, Ambikapur (Surguja), Chhattisgarh, Kanyaparisar Road Gangapur Ambikapur District Surguja",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200121,"Rajmata Shrimata Devendra Kumari Singhdeo Government Medical College, Ambikapur (Surguja), Chhattisgarh, Kanyaparisar Road Gangapur Ambikapur District Surguja",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200121,"Rajmata Shrimata Devendra Kumari Singhdeo Government Medical College, Ambikapur (Surguja), Chhattisgarh, Kanyaparisar Road Gangapur Ambikapur District Surguja",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200577,"Shrimati Indira Gandhi Memorial Govt.  Medical College, Kanker, Chattisgarh (previously Government Medical College, Kanker), Late Smt. Indira Gandhi Memorial Government Medical College, Kanker, Chhattisgarh",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200577,"Shrimati Indira Gandhi Memorial Govt.  Medical College, Kanker, Chattisgarh (previously Government Medical College, Kanker), Late Smt. Indira Gandhi Memorial Government Medical College, Kanker, Chhattisgarh",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200577,"Shrimati Indira Gandhi Memorial Govt.  Medical College, Kanker, Chattisgarh (previously Government Medical College, Kanker), Late Smt. Indira Gandhi Memorial Government Medical College, Kanker, Chhattisgarh",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200577,"Shrimati Indira Gandhi Memorial Govt.  Medical College, Kanker, Chattisgarh (previously Government Medical College, Kanker), Late Smt. Indira Gandhi Memorial Government Medical College, Kanker, Chhattisgarh",All India,MBBS,MBBS (MBBS),OP PH,OP,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200577,"Shrimati Indira Gandhi Memorial Govt.  Medical College, Kanker, Chattisgarh (previously Government Medical College, Kanker), Late Smt. Indira Gandhi Memorial Government Medical College, Kanker, Chhattisgarh",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India except Central University,200577,"Shrimati Indira Gandhi Memorial Govt.  Medical College, Kanker, Chattisgarh (previously Government Medical College, Kanker), Late Smt. Indira Gandhi Memorial Government Medical College, Kanker, Chhattisgarh",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India Institute Of Medical Science(AIIMS),200506,"AIIMS, Raipur, Tatibandh, G E Road, Raipur  Chhattisgarh, Pin - 492099",Open Seat Quota,MBBS,MBBS (MBBS),BC NO,BC,NO,28,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India Institute Of Medical Science(AIIMS),200506,"AIIMS, Raipur, Tatibandh, G E Road, Raipur  Chhattisgarh, Pin - 492099",Open Seat Quota,MBBS,MBBS (MBBS),BC PH,BC,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India Institute Of Medical Science(AIIMS),200506,"AIIMS, Raipur, Tatibandh, G E Road, Raipur  Chhattisgarh, Pin - 492099",Open Seat Quota,MBBS,MBBS (MBBS),EW NO,EW,NO,8,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India Institute Of Medical Science(AIIMS),200506,"AIIMS, Raipur, Tatibandh, G E Road, Raipur  Chhattisgarh, Pin - 492099",Open Seat Quota,MBBS,MBBS (MBBS),OP NO,OP,NO,35,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India Institute Of Medical Science(AIIMS),200506,"AIIMS, Raipur, Tatibandh, G E Road, Raipur  Chhattisgarh, Pin - 492099",Open Seat Quota,MBBS,MBBS (MBBS),SC NO,SC,NO,13,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India Institute Of Medical Science(AIIMS),200506,"AIIMS, Raipur, Tatibandh, G E Road, Raipur  Chhattisgarh, Pin - 492099",Open Seat Quota,MBBS,MBBS (MBBS),SC PH,SC,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Chhattisgarh,All India Institute Of Medical Science(AIIMS),200506,"AIIMS, Raipur, Tatibandh, G E Road, Raipur  Chhattisgarh, Pin - 492099",Open Seat Quota,MBBS,MBBS (MBBS),ST NO,ST,NO,6,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,17,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,5,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,20,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,5,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,MBBS,MBBS (MBBS),SC PH,SC,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,5,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904765,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),BC NO,BC,NO,6,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904765,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),EW NO,EW,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904765,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),OP NO,OP,NO,6,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904765,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),SC NO,SC,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904765,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),ST NO,ST,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904765,"College of Nursing Safdarjung Hospital, New Delhi, VMMC and Safdarjung Hospital",B.Sc Nursing Delhi NCR CW Quota,B.Sc Nursing,B.Sc. Nursing (BSCN),SC NO,SC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,200127,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL,  ROHINI SEC-6, DELHI-110085",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,5,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,200127,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL,  ROHINI SEC-6, DELHI-110085",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,200127,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL,  ROHINI SEC-6, DELHI-110085",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,5,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,200127,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL,  ROHINI SEC-6, DELHI-110085",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,200127,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL,  ROHINI SEC-6, DELHI-110085",All India,MBBS,MBBS (MBBS),ST NO,ST,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, ESIC MEDICAL COLLEGE AND HOSPITAL BASAIDARAPUR,  New Delhi",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, ESIC MEDICAL COLLEGE AND HOSPITAL BASAIDARAPUR,  New Delhi",All India,MBBS,MBBS (MBBS),EW NO,EW,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, ESIC MEDICAL COLLEGE AND HOSPITAL BASAIDARAPUR,  New Delhi",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, ESIC MEDICAL COLLEGE AND HOSPITAL BASAIDARAPUR,  New Delhi",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, ESIC MEDICAL COLLEGE AND HOSPITAL BASAIDARAPUR,  New Delhi",IP University Quota,MBBS,MBBS (MBBS),BC NO,BC,NO,7,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, ESIC MEDICAL COLLEGE AND HOSPITAL BASAIDARAPUR,  New Delhi",IP University Quota,MBBS,MBBS (MBBS),EW NO,EW,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, ESIC MEDICAL COLLEGE AND HOSPITAL BASAIDARAPUR,  New Delhi",IP University Quota,MBBS,MBBS (MBBS),OP NO,OP,NO,11,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, ESIC MEDICAL COLLEGE AND HOSPITAL BASAIDARAPUR,  New Delhi",IP University Quota,MBBS,MBBS (MBBS),SC NO,SC,NO,4,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, ESIC MEDICAL COLLEGE AND HOSPITAL BASAIDARAPUR,  New Delhi",IP University Quota,MBBS,MBBS (MBBS),ST NO,ST,NO,3,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, ESIC MEDICAL COLLEGE AND HOSPITAL BASAIDARAPUR,  New Delhi",Delhi NCR Children/Wido ws of Personnel of the Armed,MBBS,MBBS (MBBS),BC NO,BC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, ESIC MEDICAL COLLEGE AND HOSPITAL BASAIDARAPUR,  New Delhi",Delhi NCR Children/Wido ws of Personnel of the Armed,MBBS,MBBS (MBBS),SC NO,SC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,200132,"North Delhi Muncipal Corporation Medical College, Delhi, North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj",All India,MBBS,MBBS (MBBS),BC NO,BC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,200132,"North Delhi Muncipal Corporation Medical College, Delhi, North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj",All India,MBBS,MBBS (MBBS),OP NO,OP,NO,4,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India except Central University,200132,"North Delhi Muncipal Corporation Medical College, Delhi, North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj",All India,MBBS,MBBS (MBBS),SC NO,SC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,All India Institute Of Medical Science(AIIMS),200502,"AIIMS, New Delhi, ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open Seat Quota,MBBS,MBBS (MBBS),SC PH,SC,PH,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200541,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing  Lok Nayak Hospital  Jawaharlal Nehru Marg",B.Sc Nursing Delhi NCR,B.Sc Nursing,B.Sc. Nursing (BSCN),BC NO,BC,NO,2,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200541,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing  Lok Nayak Hospital  Jawaharlal Nehru Marg",B.Sc Nursing Delhi NCR,B.Sc Nursing,B.Sc. Nursing (BSCN),OP NO,OP,NO,10,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200541,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing  Lok Nayak Hospital  Jawaharlal Nehru Marg",B.Sc Nursing Delhi NCR,B.Sc Nursing,B.Sc. Nursing (BSCN),SC NO,SC,NO,4,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200541,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing  Lok Nayak Hospital  Jawaharlal Nehru Marg",B.Sc Nursing Delhi NCR,B.Sc Nursing,B.Sc. Nursing (BSCN),ST NO,ST,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200541,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing  Lok Nayak Hospital  Jawaharlal Nehru Marg",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),BC NO,BC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200541,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing  Lok Nayak Hospital  Jawaharlal Nehru Marg",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),ST NO,ST,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200541,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College, Ahilya Bai College of Nursing  Lok Nayak Hospital  Jawaharlal Nehru Marg",B.Sc Nursing Delhi NCR CW Quota,B.Sc Nursing,B.Sc. Nursing (BSCN),OP NO,OP,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200542,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),BC NO,BC,NO,8,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200542,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),EW NO,EW,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200542,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),OP NO,OP,NO,11,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200542,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),SC NO,SC,NO,5,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200542,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),ST NO,ST,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200542,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital",B.Sc Nursing IP CW  Quota,B.Sc Nursing,B.Sc. Nursing (BSCN),BC NO,BC,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200542,"College of Nursing Dr. RML Hospital, New Delhi, Baba Kharak Singh Marg College of Nursing Dr RML Hospital",B.Sc Nursing IP CW  Quota,B.Sc Nursing,B.Sc. Nursing (BSCN),OP NO,OP,NO,1,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200545,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),BC NO,BC,NO,8,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200545,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),EW NO,EW,NO,5,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200545,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),OP NO,OP,NO,11,Both,mcc_round2_virtual_vacancy_2026.pdf
2026,Round 2,VIRTUAL_VACANCY,Delhi,B.Sc Nursing NEET UG,200545,"College of Nursing RAK CON, New Delhi, Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station",B.Sc Nursing All India,B.Sc Nursing,B.Sc. Nursing (BSCN),SC NO,SC,NO,4,Both,mcc_round2_virtual_vacancy_2026.pdf
