State,InstituteType,MCCCode,Institute,Quota,CategoryCode,Seats,SeatGender
Delhi,All India Institute Of Medical Science(AIIMS),200502,"AIIMS, New Delhi, ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open Seat Quota,OP NO,48,Both
Delhi,All India Institute Of Medical Science(AIIMS),200502,"AIIMS, New Delhi, ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open Seat Quota,OP PH,2,Both
Delhi,All India Institute Of Medical Science(AIIMS),200502,"AIIMS, New Delhi, ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open Seat Quota,SC NO,18,Both
Delhi,All India Institute Of Medical Science(AIIMS),200502,"AIIMS, New Delhi, ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open Seat Quota,SC PH,1,Both
Delhi,All India Institute Of Medical Science(AIIMS),200502,"AIIMS, New Delhi, ANSARI NAGAR EAST, AUROBINDO MARG, NEW DELHI 110029",Open Seat Quota,ST NO,10,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",All India,BC NO,3,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",All India,BC PH,1,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",All India,EW NO,1,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",All India,OP NO,7,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",All India,SC NO,2,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",All India,ST NO,1,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) IP,BC NO,1,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) IP,EW NO,1,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) IP,OP NO,2,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",IP University Quota,BC NO,21,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",IP University Quota,BC PH,1,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",IP University Quota,EW NO,7,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",IP University Quota,EW PH,1,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",IP University Quota,OP NO,30,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",IP University Quota,OP PH,2,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",IP University Quota,SC NO,13,Both
Delhi,Central University,200498,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi, ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi",IP University Quota,ST NO,6,Both
Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,BC NO,26,Both
Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,BC PH,1,Both
Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,EW NO,10,Both
Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,OP NO,39,Both
Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,OP PH,2,Both
Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,SC NO,14,Both
Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,SC PH,1,Both
Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,ST NO,6,Both
Delhi,All India except Central University,904764,"Central Armed Police Forces Institute of Medical Sciences Maidangarhi (AIIMS CAPFIMS) Asola Delhi, AIIMS-CAPFIMS, Asola, Maidan Garhi, New Delhi",All India,ST PH,1,Both
Delhi,All India except Central University,200127,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL, ROHINI SEC-6, DELHI-110085",All India,BC NO,5,Both
Delhi,All India except Central University,200127,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL, ROHINI SEC-6, DELHI-110085",All India,EW NO,2,Both
Delhi,All India except Central University,200127,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL, ROHINI SEC-6, DELHI-110085",All India,OP NO,7,Both
Delhi,All India except Central University,200127,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL, ROHINI SEC-6, DELHI-110085",All India,SC NO,3,Both
Delhi,All India except Central University,200127,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi, DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE AND HOSPITAL, ROHINI SEC-6, DELHI-110085",All India,ST NO,2,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",All India,BC NO,2,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",All India,EW NO,1,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",All India,OP NO,3,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",All India,SC NO,1,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",Delhi NCR Children/Widows of Personnel of the,BC NO,1,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",Delhi NCR Children/Widows of Personnel of the,OP NO,1,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",Delhi NCR Children/Widows of Personnel of the,SC NO,1,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",IP University Quota,BC NO,9,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",IP University Quota,BC PH,1,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",IP University Quota,EW NO,4,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",IP University Quota,OP NO,16,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",IP University Quota,OP PH,1,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",IP University Quota,SC NO,5,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",IP University Quota,SC PH,1,Both
Delhi,All India except Central University,904361,"ESIC Medical College & Hospital, Basaidarapur, New Delhi, BASAIDARAPUR, NEW DELHI",IP University Quota,ST NO,3,Both
Delhi,Deemed University,200326,"Hamdard Institute of Medical Sciences & Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi",Muslim Minority Quota,OP NO,75,Both
Delhi,Deemed University,200326,"Hamdard Institute of Medical Sciences & Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi",Non-Resident Indian,OP NO,23,Both
Delhi,Deemed University,200326,"Hamdard Institute of Medical Sciences & Research, New Delhi, HIMSR, Guru Ravidas Marg, Hamdard Nagar, New Delhi",Self-Financed Merit Seat,OP NO,52,Both
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",All India,BC NO,9,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",All India,BC PH,1,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",All India,EW NO,2,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",All India,EW PH,1,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",All India,OP NO,13,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",All India,OP PH,1,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",All India,SC NO,6,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",All India,ST NO,3,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi NCR Children/Widows of Personnel of the,BC NO,3,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi NCR Children/Widows of Personnel of the,EW NO,1,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi NCR Children/Widows of Personnel of the,OP NO,4,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi NCR Children/Widows of Personnel of the,SC NO,1,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi NCR Children/Widows of Personnel of the,ST NO,1,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi University Quota,BC NO,45,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi University Quota,BC PH,3,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi University Quota,EW NO,16,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi University Quota,EW PH,1,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi University Quota,OP NO,70,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi University Quota,OP PH,4,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi University Quota,SC NO,26,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi University Quota,SC PH,1,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi University Quota,ST NO,12,Female Only
Delhi,Central University,200448,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi",Delhi University Quota,ST PH,1,Female Only
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",All India,BC NO,10,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",All India,EW NO,4,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",All India,OP NO,14,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",All India,OP PH,1,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",All India,SC NO,5,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",All India,ST NO,3,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",Delhi NCR Children/Widows of,BC NO,3,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",Delhi NCR Children/Widows of,OP NO,5,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",Delhi NCR Children/Widows of,SC NO,1,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",Delhi NCR Children/Widows of,ST NO,1,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",Delhi University Quota,BC NO,50,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",Delhi University Quota,BC PH,3,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",Delhi University Quota,OP NO,94,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",Delhi University Quota,OP PH,5,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",Delhi University Quota,SC NO,29,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",Delhi University Quota,SC PH,1,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",Delhi University Quota,ST NO,14,Both
Delhi,Central University,200449,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi",Delhi University Quota,ST PH,1,Both
Delhi,All India except Central University,200132,"North Delhi Muncipal Corporation Medical College, Delhi, North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj",All India,BC NO,2,Both
Delhi,All India except Central University,200132,"North Delhi Muncipal Corporation Medical College, Delhi, North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj",All India,EW NO,1,Both
Delhi,All India except Central University,200132,"North Delhi Muncipal Corporation Medical College, Delhi, North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj",All India,OP NO,5,Both
Delhi,All India except Central University,200132,"North Delhi Muncipal Corporation Medical College, Delhi, North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj",All India,SC NO,1,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",All India,BC NO,6,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",All India,BC PH,1,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",All India,EW NO,3,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",All India,OP NO,8,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",All India,OP PH,1,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",All India,SC NO,3,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",All India,SC PH,1,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",All India,ST NO,2,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",Delhi NCR Children/Widows of,BC NO,2,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",Delhi NCR Children/Widows of,OP NO,3,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",Delhi NCR Children/Widows of,SC NO,1,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",Delhi NCR Children/Widows of,ST NO,1,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",Delhi University Quota,BC NO,35,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",Delhi University Quota,BC PH,2,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",Delhi University Quota,EW NO,9,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",Delhi University Quota,OP NO,58,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",Delhi University Quota,OP PH,3,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",Delhi University Quota,SC NO,20,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",Delhi University Quota,SC PH,1,Both
Delhi,Central University,200450,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden",Delhi University Quota,ST NO,10,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",All India,BC NO,7,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",All India,EW NO,2,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",All India,OP NO,10,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",All India,SC NO,4,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",All India,ST NO,2,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) IP,BC NO,1,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) IP,OP NO,3,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",IP University Quota,BC NO,36,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",IP University Quota,BC PH,1,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",IP University Quota,EW NO,13,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",IP University Quota,EW PH,1,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",IP University Quota,OP NO,50,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",IP University Quota,OP PH,3,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",IP University Quota,SC NO,19,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",IP University Quota,SC PH,1,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",IP University Quota,ST NO,10,Both
Delhi,Central University,200495,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029",IP University Quota,ST PH,1,Both
Goa,All India except Central University,200136,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA",All India,BC NO,9,Both
Goa,All India except Central University,200136,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA",All India,BC PH,1,Both
Goa,All India except Central University,200136,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA",All India,EW NO,4,Both
Goa,All India except Central University,200136,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA",All India,OP NO,14,Both
Goa,All India except Central University,200136,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA",All India,OP PH,1,Both
Goa,All India except Central University,200136,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA",All India,SC NO,5,Both
Goa,All India except Central University,200136,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA",All India,ST NO,3,Both
Gujarat,All India Institute Of Medical Science(AIIMS),200520,"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand",Open Seat Quota,BC NO,20,Both
Gujarat,All India Institute Of Medical Science(AIIMS),200520,"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand",Open Seat Quota,BC PH,1,Both
Gujarat,All India Institute Of Medical Science(AIIMS),200520,"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand",Open Seat Quota,EW NO,7,Both
Gujarat,All India Institute Of Medical Science(AIIMS),200520,"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand",Open Seat Quota,OP NO,29,Both
Gujarat,All India Institute Of Medical Science(AIIMS),200520,"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand",Open Seat Quota,OP PH,2,Both
Gujarat,All India Institute Of Medical Science(AIIMS),200520,"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand",Open Seat Quota,SC NO,11,Both
Gujarat,All India Institute Of Medical Science(AIIMS),200520,"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand",Open Seat Quota,ST NO,5,Both
Gujarat,All India except Central University,200137,"B J Medical College, Ahmedabad, B.J. Medical College, New Civil Hospital Campus, Asarwa, Ahmedabad 380016",All India,BC NO,10,Both
Gujarat,All India except Central University,200137,"B J Medical College, Ahmedabad, B.J. Medical College, New Civil Hospital Campus, Asarwa, Ahmedabad 380016",All India,EW NO,4,Both
Gujarat,All India except Central University,200137,"B J Medical College, Ahmedabad, B.J. Medical College, New Civil Hospital Campus, Asarwa, Ahmedabad 380016",All India,OP NO,14,Both
Gujarat,All India except Central University,200137,"B J Medical College, Ahmedabad, B.J. Medical College, New Civil Hospital Campus, Asarwa, Ahmedabad 380016",All India,SC NO,6,Both
