SNo,AIR,QuotaRaw,Institute,AllottedCategory,CandidateCategory
8387,15884,All India,"Coochbehar Government Medical College & Hospital, Coochbehar, WB,Vivekananda",Open,General
8388,15885,All India,"Agartala Government Medical College,Agartala,Kunjaban, Agartala, Tripura West",Open,General
8389,15887,All India,"Government Medical College, Chandrapur,KMSK GOVT. MEDICAL COLLEGE",OBC,OBC
8390,15888,All India,"Assam Medial College, Dibrugarh,Borbari, Dibrugarh",OBC,OBC
8391,15889,All India,"Government Medical College, Rajouri, J&K,Government Medical College, Kheora,",OBC,OBC
8392,15893,All India,"Government Medical college and District Hospital, Ratnagiri,Hodekar Road,",Open,OBC
8393,15896,All India,"Bidar Institute of Medical Sciences, Bidar,BIDAR INSTITUTE OF MEDICAL SCIENCES",Open,General
8394,15897,All India,"Silchar Medical College, Silchar,PO Silchar Medical College, Silchar",Open,General
8395,15909,Self-Financed Merit,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",Open,General
8396,15913,All India,"Autonomous State Society Medical College Mirzapur,MAA VINDHYAVASINI",OBC,OBC
8397,15914,All India,"Madras Medical College, Chennai,MADRAS MEDICAL COLLEGE",ST,ST
8398,15915,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical",SC,SC
8399,15917,Open Seat Quota,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507",SC,SC
8400,15919,Aligarh Muslim,"Jawaharlal Nehru Medical College, Aligarh,ALIGARH MUSLIM UNIVERSITY, ALIGARH",Open,General
8401,15923,All India,"Dharanidhar Medical College and Hospital (previously Government Medical College,",OBC,OBC
8402,15924,All India,"Raichur Institute of Medical Sciences, Raichur,RAICHUR INSTITUTE OF MEDICAL",Open,General
8403,15926,All India,"Koppal Institute of Medical Sciences, Koppal,DIRECTOR, KIMS,KOPPAL. GAGNAVATI",Open,OBC
8404,15928,Aligarh Muslim,"Jawaharlal Nehru Medical College, Aligarh,ALIGARH MUSLIM UNIVERSITY, ALIGARH",Open,OBC
8405,15932,All India,"Government Medical College, Rampur, Basti,RAMPUR TAHSIL SADAR BASTI",EWS,EWS
8406,15933,All India,"Barasat Government Medical College & Hospital,80 Jessore Road Banamalipur JL NO",OBC,OBC
8407,15934,All India,"Autonomous State Medical College and Hospital Gonda,Chhavanni Sarkar Infront of",Open,General
8408,15935,All India,"Sikkim Government Medical College,Sochakgang, Sichey, Gangtok",Open,General
8409,15937,All India,"Coimbatore Medical College, Coimbatore,CIVIL AERODROME POST, AVINASHI",EWS,EWS
8410,15940,All India,"Government Medical College, Kadapa ( previously Rajiv Gandhi Institute of Medical",Open,General
8411,15948,All India,"Shillong Medical College,PASTEUR HILLS LAWMALI SHILLONG",Open,General
8412,15949,All India,"Government Medical College, Seoni,Government Medical College, Kandipaar Village,",OBC,OBC
8413,15950,All India,"Hassan Institute of Medical Sciences, Hassan,K R PURAM, BEHIND DC",EWS,EWS
8414,15955,All India,"Silchar Medical College, Silchar,PO Silchar Medical College, Silchar",Open,OBC
8415,15959,All India,"Autonomous State Medical College and Hospital Gonda,Chhavanni Sarkar Infront of",Open,General
8416,15962,All India,"Chandulal Chandrakar Memorial Govt. Medical College, Durg,Chandulal Chandrakar",Open,General
8417,15964,All India,"Government Medical College, Satna,Near Kendriya Vidyalaya No. 2, Kripalpur Satna",OBC,OBC
8418,15965,All India,"Government Medical College, Churachandpur,Hiangtam Lamka, I.B. Road,",Open,General
8419,15966,All India,"Chikkamagaluru Institute of Medical Sciences, Chikkamagaluru,Director,",Open,OBC
8420,15970,All India,"Shri Vasant Rao Naik Govt. Medical College, Yavatmal,CIVIL LINES YAVATMAL",OBC,OBC
8421,15971,All India,"Government Medical College, Jalgaon,GOVERNMENT MEDICAL COLLEGE, JILHA",OBC,OBC
8422,15977,All India,"Bidar Institute of Medical Sciences, Bidar,BIDAR INSTITUTE OF MEDICAL SCIENCES",Open,General
8423,15978,Aligarh Muslim,"Jawaharlal Nehru Medical College, Aligarh,ALIGARH MUSLIM UNIVERSITY, ALIGARH",Open,OBC
8424,15979,All India,"GOVERMENT MEDICAL COLLEGE, SHEOPUR,GOVERNMENT MEDICAL COLLEGE",OBC,OBC
8425,15984,All India,"Silchar Medical College, Silchar,PO Silchar Medical College, Silchar",Open,General
8426,15990,All India,"Autonomous State Medical College and Hospital Kaushambi,Kadipur",Open,EWS
8427,15993,Employees State,"Shri Lal Bahadur Shastri Government Medical College, Mandi, HP,Mandi at Nerchowk",Open,OBC
8428,15994,All India,"Murshidabad Medical College & Hospitals, Murshidabad,STATION ROAD, P.O. AND",Open,General
8429,15996,All India,"Government Medical College, Baramulla,Kanth Bagh Baramulla, Jammu and Kashmir",Open,General
8430,15999,All India,"Autonomous State Medical College, Siddharthnagar,Autonomous State Medical College",OBC,OBC
8431,16004,All India,"Government Medical College, Nizamabad,R.P.Road, Near Bustand, Khaleelwadi",OBC,OBC
8432,16006,All India,"Uma Nath Singh Autonomous State Medical College Society Jaunpur,UNS",Open,OBC
8433,16009,All India,"Government Medical College, Jalgaon,GOVERNMENT MEDICAL COLLEGE, JILHA",OBC,OBC
8434,16013,All India,"Late Shri Lakhi Ram Agrawal Memorial Govt. Medical College, Raigarh,T.V.Tower road,",OBC,OBC
8435,16019,All India,"Shri Vasant Rao Naik Govt. Medical College, Yavatmal,CIVIL LINES YAVATMAL",OBC,OBC
8436,16025,All India,"Chikkamagaluru Institute of Medical Sciences, Chikkamagaluru,Director,",Open,OBC
8437,16029,All India,"Government Medical College, Rajouri, J&K,Government Medical College, Kheora,",OBC,OBC
8438,16032,All India,"Autonomous State Medical College Pratapgarh,Pure Keshav Rai Gay Ghat Road",OBC,OBC
8439,16036,All India,"Government Medical College, Purnea,govt.mcpurnea@gmail.com",EWS,EWS
8440,16038,All India,"Bidar Institute of Medical Sciences, Bidar,BIDAR INSTITUTE OF MEDICAL SCIENCES",Open,OBC
8441,16040,All India,"Karwar Institute of Medical Sciences, Karwar,DISTRICT HOSPITAL PREMISES, MG",Open,General
8442,16043,All India,"Shri Vasant Rao Naik Govt. Medical College, Yavatmal,CIVIL LINES YAVATMAL",OBC,OBC
8443,16047,All India,"Autonomous State Medical College and Hospital Gonda,Chhavanni Sarkar Infront of",Open,General
8444,16048,All India,"Coochbehar Government Medical College & Hospital, Coochbehar, WB,Vivekananda",Open,General
8445,16054,All India,"Saheed Rendo Majhi Medical College and Hospital, Bhawanipatna, Kalahandi, Odisha",OBC,OBC
8446,16056,Aligarh Muslim,"Jawaharlal Nehru Medical College, Aligarh,ALIGARH MUSLIM UNIVERSITY, ALIGARH",Open,General
8447,16059,All India,"Rajiv Gandhi Institute of Medical Sciences, adilabad,MAIN ROAD, OLD NH 07,",Open,OBC
8448,16063,All India,"Autonomous State Medical College Society Ghazipur,R.T.I. Ground, Ghazipur (U.P)",Open,General
8449,16066,All India,"Government Medical College, Siddipet,Survey No 54, Ensanpalli Village, Siddipet",Open,General
8450,16067,All India,"Autonomous State Medical College Society Ghazipur,R.T.I. Ground, Ghazipur (U.P)",Open,General
8451,16074,All India,"Government Medical College, Nandurbar,DISTRICT CIVIL HOSPITAL CAMPUS SAKRI",Open,General
8452,16077,All India,"Uma Nath Singh Autonomous State Medical College Society Jaunpur,UNS",OBC,OBC
8453,16082,All India,"Government Medical college and District Hospital, Ratnagiri,Hodekar Road,",Open,General
8454,16083,All India,"Mahatma Vidur Autonomous State Medical College,Mahatma Vidur Autonomous State",EWS,EWS
8455,16086,Open Seat Quota,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507",SC,SC
8456,16087,All India,"Shri Vasant Rao Naik Govt. Medical College, Yavatmal,CIVIL LINES YAVATMAL",OBC,OBC
8457,16092,All India,"K.H. Patil Institute of Medical Sciences (previously Gadag Institute of Medical Sciences,",Open,General
8458,16094,Employees State,"Employees State Insurance Corporation Medical College,Alwar,ESIC Medical College",OBC,OBC
8459,16095,All India,"Dharanidhar Medical College and Hospital (previously Government Medical College,",OBC,OBC
8460,16096,All India,"Autonomous State Medical College Society Ghazipur,R.T.I. Ground, Ghazipur (U.P)",Open,OBC
8461,16097,All India,"Government Medical College, Mahabubnagar,Government Medical College",Open,OBC
8462,16098,All India,Punyashloka Lokmata Devi Ahilyabai Holkar Autonomous State Medical College,Open,General
8463,16099,All India,"Government Medical College, Mahasamund,In front of Sai temple raipur road village",Open,OBC
8464,16102,All India,"King George Medical University, Lucknow,SHAHMINA ROAD, CHOWK, LUCKNOW,",SC,SC
8465,16108,All India,"Murshidabad Medical College & Hospitals, Murshidabad,STATION ROAD, P.O. AND",Open,General
8466,16109,All India,"Shri Vasant Rao Naik Govt. Medical College, Yavatmal,CIVIL LINES YAVATMAL",OBC,OBC
8467,16111,All India,"Autonomous State Medical College Society Ghazipur,R.T.I. Ground, Ghazipur (U.P)",Open,General
8468,16116,Open Seat Quota,"AIIMS Rajkot,Admission cell, Academic section, First floor, Academic block, Permanent",SC,SC
8469,16117,All India,"Government Medical College, Satna,Near Kendriya Vidyalaya No. 2, Kripalpur Satna",OBC,OBC
8470,16122,All India,"Assam Medial College, Dibrugarh,Borbari, Dibrugarh",OBC,OBC
8471,16126,All India,"Rampurhat Government Medical College & Hospital,",Open,General
8472,16130,All India,"Regional Institute of Medical Sciences, Imphal,PO Lamphelpat, Imphal West District",OBC,OBC
8473,16131,All India,"Baba Kina Ram Autonomous State Medical College and Hospital Chandauli ,Baba",Open,General
8474,16132,All India,"Pragjyotishpur Medical College,Office of the Principal-Cum-Chief Superintendent,",Open,General
8475,16140,All India,"Bankura Sammilani Medical College, Bankura,Principal, Bankura Sammilani Medical",EWS,EWS
8476,16141,All India,"Chikkamagaluru Institute of Medical Sciences, Chikkamagaluru,Director,",Open,General
8477,16144,All India,"Government Medical College, Chhindwara, MP,Teachers Colony, Chhindwara, Madhya",OBC,OBC
8478,16145,All India,"Govt.Medical Collage Manendragarh,Govt. Medical College Manendragarh, Jhagrakhand",Open,OBC
8479,16146,All India,"Government Medical College, Baramulla,Kanth Bagh Baramulla, Jammu and Kashmir",Open,General
8480,16147,Open Seat Quota,"AIIMS, Raipur,Tatibandh, G E Road, Raipur",ST,ST
8481,16149,All India,"Autonomous State Society Medical College Mirzapur,MAA VINDHYAVASINI",OBC,OBC
8482,16150,All India,"Autonomous State Medical College Society Ghazipur,R.T.I. Ground, Ghazipur (U.P)",OBC,OBC
8483,16154,All India,"Uma Nath Singh Autonomous State Medical College Society Jaunpur,UNS",EWS,EWS
8485,16159,All India,Punyashloka Lokmata Devi Ahilyabai Holkar Autonomous State Medical College,Open,General
8486,16162,All India,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati,SVIMS,",OBC,OBC
8487,16163,All India,"Chamrajanagar Institute of Medical Sciences, Karnataka,SY NO.124, YEDAPURA",OBC,OBC
8488,16167,Employees State,"Employees State Insurance Corporation Medical College,Alwar,ESIC Medical College",OBC,OBC
8489,16172,Employees State,"Employees State Insurance Corporation Medical College,Alwar,ESIC Medical College",OBC,OBC
8490,16177,All India,"GOVERNMENT MEDICAL COLLEGE SINGRAULI ,Government Medical College Village",Open,General
8491,16179,All India,"Sundarlal Patwa Govt. Medical College,Dean Office, Sunderlal Patwa Government",EWS,EWS
8492,16187,All India,"Bidar Institute of Medical Sciences, Bidar,BIDAR INSTITUTE OF MEDICAL SCIENCES",Open,General
8493,16190,All India,"Government Medical College, Ananthapuram,GOVERNMENT MEDICAL COLLEGE",OBC,OBC
8494,16196,All India,"Sarat Chandra Chattopadhyay Government Medical College & Hospital, ,NH-16,",Open,General
8495,16201,All India,"Chamrajanagar Institute of Medical Sciences, Karnataka,SY NO.124, YEDAPURA",OBC,OBC
8496,16204,All India,"Autonomous State Society Medical College Mirzapur,MAA VINDHYAVASINI",OBC,OBC
8497,16205,All India,"Bidar Institute of Medical Sciences, Bidar,BIDAR INSTITUTE OF MEDICAL SCIENCES",Open,General
8498,16206,All India,"Andaman & Nicobar Islands Institute of Medical Sciences, Port Blair,Director ANIIMS,",Open,OBC
8499,16208,Open Seat Quota,"Institute of Medical Sciences, BHU, Varansi,Institute of Medical Sciences, Banaras Hindu",ST,ST
8500,16209,All India,"Vijaynagar Institute of Medical Sciences, Bellary,Cantonment, Ballari",EWS,EWS
8501,16210,All India,"Government Medical College, Satna,Near Kendriya Vidyalaya No. 2, Kripalpur Satna",OBC,OBC
8502,16215,All India,"Murshidabad Medical College & Hospitals, Murshidabad,STATION ROAD, P.O. AND",Open,General
8503,16218,All India,"Government Medical College, Rajouri, J&K,Government Medical College, Kheora,",OBC,OBC
8504,16220,All India,"Bidar Institute of Medical Sciences, Bidar,BIDAR INSTITUTE OF MEDICAL SCIENCES",OBC,OBC
8505,16221,Open Seat Quota,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES",SC,SC
8506,16226,All India,"GOVERMENT MEDICAL COLLEGE, SHEOPUR,GOVERNMENT MEDICAL COLLEGE",OBC,OBC
8507,16229,All India,"Government Medical College, Nandurbar,DISTRICT CIVIL HOSPITAL CAMPUS SAKRI",Open,General
8508,16233,All India,"Government Medical college and District Hospital, Ratnagiri,Hodekar Road,",Open,OBC
8509,16234,All India,"Jawaharlal Nehru Institute of Medical Sciences, Porompet, Imphal,POROMPAT, IMPHAL",Open,General
8510,16236,All India,"Chamrajanagar Institute of Medical Sciences, Karnataka,SY NO.124, YEDAPURA",OBC,OBC
8511,16246,All India,"Sri Bhausaheb Hire Government Medical College, Dhule,Shri.Bhusaheb Hire",EWS,EWS
8512,16252,All India,"Late Shri Lakhi Ram Agrawal Memorial Govt. Medical College, Raigarh,T.V.Tower road,",EWS,EWS
8513,16254,All India,"GOVERMENT MEDICAL COLLEGE, SHEOPUR,GOVERNMENT MEDICAL COLLEGE",OBC,OBC
8514,16262,All India,"Autonomous State Society Medical College Mirzapur,MAA VINDHYAVASINI",OBC,OBC
8515,16276,All India,"Government Vellore Medical College, Vellore,Government Vellore Medical College and",EWS,EWS
8516,16282,All India,"GOVERNMENT MEDICAL COLLEGE SINGRAULI ,Government Medical College Village",Open,General
8517,16283,All India,"GOVERNMENT MEDICAL COLLEGE SINGRAULI ,Government Medical College Village",Open,General
8518,16287,All India,"GMERS Medical College, Navsari,GMERS Medical College, At- Khambhlav, Po-",OBC,OBC
8519,16288,All India,"Uma Nath Singh Autonomous State Medical College Society Jaunpur,UNS",OBC,OBC
8520,16295,All India,"Bidar Institute of Medical Sciences, Bidar,BIDAR INSTITUTE OF MEDICAL SCIENCES",OBC,OBC
8521,16297,All India,"Government Medical College, Rajouri, J&K,Government Medical College, Kheora,",OBC,OBC
8522,16298,All India,"Government Medical College, Panchmahal Godhra,GMERS Medical College",Open,General
8523,16300,All India,"Chamrajanagar Institute of Medical Sciences, Karnataka,SY NO.124, YEDAPURA",OBC,OBC
8524,16301,All India,"Government Medical College, Nizamabad,R.P.Road, Near Bustand, Khaleelwadi",OBC,OBC
8525,16302,All India,"Govt. Medical College,Pariyaram, Kannur (Prev. Known as Academy of Medical",EWS,EWS
8526,16303,All India,"Autonomous State Medical College and Hospital Gonda,Chhavanni Sarkar Infront of",Open,EWS
8527,16306,All India,"Palamu Medical College, Palamu,Pokhraha Khurd, P.O- Rajwadih, P.S- Medininagar,",Open,General
8528,16309,All India,"GOVERNMENT MEDICAL COLLEGE SINGRAULI ,Government Medical College Village",Open,EWS
8529,16310,Employees State,"ESIC MEDICAL COLLEGE AND HOSPITAL, NOIDA,A-3, Tulsi Marg, Sector-24, Noida",Open,General
8530,16311,All India,"Government Medical College, Nandurbar,DISTRICT CIVIL HOSPITAL CAMPUS SAKRI",Open,General
8531,16312,All India,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati,SVIMS,",OBC,OBC
8532,16313,All India,"Government Medical College, Mahabubnagar,Government Medical College",Open,OBC
8533,16314,All India,"Assam Medial College, Dibrugarh,Borbari, Dibrugarh",OBC,OBC
8534,16315,All India,"Autonomous State Medical College and Hospital Gonda,Chhavanni Sarkar Infront of",OBC,OBC
8535,16317,All India,"Government Medical College, Rajouri, J&K,Government Medical College, Kheora,",OBC,OBC
8536,16322,All India,"Late Shri Baliram Kashyap Memorial NDMC Govt. Medical College, Jagdalpur,LATE",EWS,EWS
8537,16324,All India,"Government Medical College, Morbi",Open,General
8538,16325,All India,"Sarat Chandra Chattopadhyay Government Medical College & Hospital, ,NH-16,",Open,General
8539,16331,All India,"Regional Institute of Medical Sciences, Imphal,PO Lamphelpat, Imphal West District",EWS,EWS
8540,16333,All India,"Government Medical College, Jalna,Government Medical College, Global Gurukul",Open,General
8541,16339,All India,"Uma Nath Singh Autonomous State Medical College Society Jaunpur,UNS",OBC,OBC
8542,16340,All India,"Government Medical College, Jalgaon,GOVERNMENT MEDICAL COLLEGE, JILHA",OBC,OBC
8543,16341,All India,"Government Medical College, Nizamabad,R.P.Road, Near Bustand, Khaleelwadi",OBC,OBC
8544,16342,All India,"Karwar Institute of Medical Sciences, Karwar,DISTRICT HOSPITAL PREMISES, MG",Open,General
8545,16347,All India,"Government Medical College, Mahabubnagar,Government Medical College",Open,General
8546,16350,All India,"Government Medical College, Nizamabad,R.P.Road, Near Bustand, Khaleelwadi",EWS,EWS
8547,16355,All India,"Shrimati Indira Gandhi Memorial Govt. Medical College, Kanker, Chattisgarh (previously",Open,General
8548,16356,Open Seat Quota,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES",ST,ST
8549,16359,Employees State,"Employees State Insurance Corporation Medical College, Bangalore,ESIC Medical",Open,OBC
8550,16361,All India,"Diphu Medical College & Hospital, Diphu, Assam,principaldiphu@gmail.com",Open,OBC
8551,16362,All India,"Government Medical College, Chandrapur,KMSK GOVT. MEDICAL COLLEGE",OBC,OBC
8552,16365,All India,"Bidar Institute of Medical Sciences, Bidar,BIDAR INSTITUTE OF MEDICAL SCIENCES",OBC,OBC
8553,16369,All India,"Government medical college, vizianagaram,Opposite Central Tribal University , Near",Open,OBC
8554,16375,All India,"Government Medical College, Ambernath,Survey No.128, Jambhulgaon Road,",OBC,OBC
8555,16376,All India,"Autonomous State Medical College Kushinagar,Autonomous State Medical Collage,",OBC,OBC
8556,16378,All India,"Government Medical College, Chandrapur,KMSK GOVT. MEDICAL COLLEGE",OBC,OBC
8557,16381,All India,"Midnapore Medical College, Midnapore,5, Vidyasagar Road Midnapore 721101 Paschim",OBC,OBC
8558,16386,All India,"Midnapore Medical College, Midnapore,5, Vidyasagar Road Midnapore 721101 Paschim",OBC,OBC
8559,16393,All India,"Government Medical College, Ambernath,Survey No.128, Jambhulgaon Road,",OBC,OBC
8560,16395,All India,"Autonomous State Medical College Pratapgarh,Pure Keshav Rai Gay Ghat Road",EWS,EWS
8561,16402,All India,"Silchar Medical College, Silchar,PO Silchar Medical College, Silchar",OBC,OBC
8562,16408,All India,"SVIMS - Sri Padmavathi Medical College for Women, Alipiri Road, Tirupati,SVIMS,",OBC,OBC
8563,16409,All India,"Chandulal Chandrakar Memorial Govt. Medical College, Durg,Chandulal Chandrakar",Open,General
8564,16410,All India,"K.H. Patil Institute of Medical Sciences (previously Gadag Institute of Medical Sciences,",Open,General
8565,16414,All India,"Autonomous State Medical College Pilibhit,SH26 Bithaura Kalan Puranpur Road Pilibhit",OBC,OBC
8566,16418,All India,"Government Medical College, Ananthapuram,GOVERNMENT MEDICAL COLLEGE",OBC,OBC
8567,16423,All India,"Government Medical College, Ananthapuram,GOVERNMENT MEDICAL COLLEGE",OBC,OBC
8568,16430,All India,"Government Medical College, Omandurar,NO.169, GOVERNMENT MEDICAL",SC,SC
8569,16433,All India,"Government Medical College, Alibag,Government Medical College, District Civil Hospital",OBC,OBC
8570,16437,All India,"Autonomous State Medical College Society Ghazipur,R.T.I. Ground, Ghazipur (U.P)",OBC,OBC
8571,16438,All India,"Uma Nath Singh Autonomous State Medical College Society Jaunpur,UNS",EWS,EWS
8572,16441,All India,"Coimbatore Medical College, Coimbatore,CIVIL AERODROME POST, AVINASHI",SC,SC
8573,16443,All India,"Government Medical College, Ongole (previously Rajiv Gandhi Institute of Medical",Open,OBC
8574,16445,Open Seat Quota,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507",SC,SC
8575,16446,All India,"Barasat Government Medical College & Hospital,80 Jessore Road Banamalipur JL NO",OBC,OBC
8576,16449,Open Seat Quota,"AIIMS Rajkot,Admission cell, Academic section, First floor, Academic block, Permanent",SC,SC
8577,16456,All India,Punyashloka Lokmata Devi Ahilyabai Holkar Autonomous State Medical College,Open,General
8578,16461,All India,"Dumka Medical College, Dighi Dumka,PHULO JHANO MEDICAL COLLEGE DUMKA,",Open,General
8579,16462,All India,"Bidar Institute of Medical Sciences, Bidar,BIDAR INSTITUTE OF MEDICAL SCIENCES",OBC,OBC
8580,16463,All India,"Agartala Government Medical College,Agartala,Kunjaban, Agartala, Tripura West",Open,General
8581,16464,All India,"Government Medical College,ESIC, Parippally, Kollam,Parippally Kollam 691574",EWS,EWS
8582,16470,All India,"Autonomous state medical college Amethi,Autonomous State Medical College, Tiloi,",OBC,OBC
8583,16473,All India,"Chamrajanagar Institute of Medical Sciences, Karnataka,SY NO.124, YEDAPURA",OBC,OBC
8584,16474,All India,"Government Medical College, Ambernath,Survey No.128, Jambhulgaon Road,",OBC,OBC
8585,16476,All India,"Autonomous State Medical College Society Ghazipur,R.T.I. Ground, Ghazipur (U.P)",OBC,OBC
8586,16478,All India,Nandi Medical College and Research Institute Chikkaballapura (Chikkaballapura Institute,Open,General
8587,16486,All India,"Coochbehar Government Medical College & Hospital, Coochbehar, WB,Vivekananda",Open,OBC
8588,16494,Open Seat Quota,"AIIMS, Raipur,Tatibandh, G E Road, Raipur",ST,ST
8589,16495,All India,"Prafulla Chandra Sen Government Medical College & Hospital,Arambagh, Hooghly",Open,OBC
8590,16501,Open Seat Quota,"AIIMS Guwahati,PO-CHANGSARI, DISTRICT-KAMRUP",SC,SC
8591,16504,All India,"Karwar Institute of Medical Sciences, Karwar,DISTRICT HOSPITAL PREMISES, MG",Open,General
8592,16506,All India,"Government Medical College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL",Open,OBC
8593,16509,All India,"King George Medical University, Lucknow,SHAHMINA ROAD, CHOWK, LUCKNOW,",SC,SC
8594,16517,All India,"Raiganj Government Medical College & Hospital, Raiganj,ABDULGHATA CAMPUS,",Open,General
8595,16523,All India,"Raichur Institute of Medical Sciences, Raichur,RAICHUR INSTITUTE OF MEDICAL",Open,OBC
8596,16526,All India,"Government Medical College, Nirmal,BESIDE DIVYA GARDEN , DIVYA NAGAR",Open,General
8597,16528,All India,"Government Medical College, Seoni,Government Medical College, Kandipaar Village,",OBC,OBC
8598,16531,All India,"Jalpaiguri Government Medical College,Hospital Road, Jalpaiguri, West Bengal- 735101",Open,OBC
8599,16532,All India,"Dumka Medical College, Dighi Dumka,PHULO JHANO MEDICAL COLLEGE DUMKA,",Open,General
8600,16537,All India,"Government Medical College, Nandyal,principalgmcnandyala@gmail.com",Open,General
8601,16539,All India,"Government Medical College, Kadapa ( previously Rajiv Gandhi Institute of Medical",Open,OBC
8602,16541,All India,"Autonomous State Medical College Kushinagar,Autonomous State Medical Collage,",OBC,OBC
8603,16542,All India,"Assam Medial College, Dibrugarh,Borbari, Dibrugarh",OBC,OBC
8604,16545,All India,"Dumka Medical College, Dighi Dumka,PHULO JHANO MEDICAL COLLEGE DUMKA,",OBC,OBC
8605,16549,All India,"Karwar Institute of Medical Sciences, Karwar,DISTRICT HOSPITAL PREMISES, MG",Open,OBC
8606,16556,All India,"Government Medical College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL",Open,OBC
8607,16558,All India,"Government Medical College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL",Open,General
8608,16568,All India,"Government Medical College, Bhandara,District Hospital Campus, Sant Kabir Ward,",Open,General
8609,16569,All India,"Autonomous State Medical College and Hospital Kaushambi,Kadipur",Open,OBC
8610,16574,All India,"Government Medical College, Chandigarh,GOVERNMENT MEDICAL COLLEGE AND",SC,SC
8611,16577,All India,"Virendra Kumar Sakhlecha Government Medical College,Kanawati, Mhow-Naseerabad",EWS,EWS
8612,16578,All India,"Dharanidhar Medical College and Hospital (previously Government Medical College,",OBC,OBC
8613,16579,All India,"Government Medical College, Kadapa ( previously Rajiv Gandhi Institute of Medical",Open,General
8614,16583,All India,"Chandulal Chandrakar Memorial Govt. Medical College, Durg,Chandulal Chandrakar",Open,OBC
8615,16589,All India,"Government Medical College, Nandurbar,DISTRICT CIVIL HOSPITAL CAMPUS SAKRI",Open,OBC
8616,16590,All India,"Sri Bhausaheb Hire Government Medical College, Dhule,Shri.Bhusaheb Hire",EWS,EWS
8617,16592,All India,"Chandulal Chandrakar Memorial Govt. Medical College, Durg,Chandulal Chandrakar",Open,OBC
8618,16593,All India,"Sarat Chandra Chattopadhyay Government Medical College & Hospital, ,NH-16,",Open,General
8619,16594,All India,"Autonomous State Medical College Pilibhit,SH26 Bithaura Kalan Puranpur Road Pilibhit",OBC,OBC
8620,16596,Open Seat Quota,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal,",SC,SC
8621,16600,All India,"Autonomous State Medical College Pilibhit,SH26 Bithaura Kalan Puranpur Road Pilibhit",OBC,OBC PwD
8622,16604,All India,"Government Medical College, Baramulla,Kanth Bagh Baramulla, Jammu and Kashmir",Open,General
8623,16608,All India,"Government Medical College, Osmanabad,New Building, Civil Hospital Compound,",Open,General
8624,16614,All India,"Government Medical College, Nagarkurnool,Sy no. 237, Uyyalawada village,",Open,General
8625,16615,All India,"Government Medical College, Amravati,Government Medical College District Women",OBC,OBC
8626,16616,All India,"Autonomous State Medical College Society Ghazipur,R.T.I. Ground, Ghazipur (U.P)",OBC,OBC
8627,16617,All India,"Government Medical College, Nandurbar,DISTRICT CIVIL HOSPITAL CAMPUS SAKRI",OBC,OBC
8628,16618,All India,"Government Medical College, Seoni,Government Medical College, Kandipaar Village,",OBC,OBC
8629,16623,All India,Punyashloka Lokmata Devi Ahilyabai Holkar Autonomous State Medical College,Open,General
8630,16626,All India,"GOVERMENT MEDICAL COLLEGE, SHEOPUR,GOVERNMENT MEDICAL COLLEGE",OBC,OBC
8631,16627,All India,"Government Medical College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL",Open,General
8632,16647,All India,"Government Medical college and District Hospital, Ratnagiri,Hodekar Road,",OBC,OBC
8633,16649,All India,"Government Medical College, Ananthapuram,GOVERNMENT MEDICAL COLLEGE",OBC,OBC
8634,16651,All India,"Government Medical College, Latur,Government Medical College, Latur, Behind Old",EWS,EWS
8635,16653,All India,"Government Medical College, Kadapa ( previously Rajiv Gandhi Institute of Medical",Open,General
8636,16656,All India,"Government Medical College, Gondia,NEAR NEHRU CHOWK, K.T.S. HOSPITAL",OBC,OBC
8637,16659,All India,"Autonomous State Medical College Lalitpur,Amarpur Galla Mandi Jhansi Road Lalitpur",Open,OBC
8638,16663,All India,"Government Medical College, Satna,Near Kendriya Vidyalaya No. 2, Kripalpur Satna",OBC,OBC
8639,16664,All India,"Government Medical College, Mahabubnagar,Government Medical College",Open,OBC
8640,16665,All India,"Malda Medical College & Hospital, Malda,MaldaMedicalCollege, PS,EnglishBazar PO",OBC,OBC
8641,16666,All India,"Sundarlal Patwa Govt. Medical College,Dean Office, Sunderlal Patwa Government",EWS,EWS
8642,16668,All India,"Saheed Rendo Majhi Medical College and Hospital, Bhawanipatna, Kalahandi, Odisha",OBC,OBC
8643,16673,All India,"Bidar Institute of Medical Sciences, Bidar,BIDAR INSTITUTE OF MEDICAL SCIENCES",OBC,OBC
