State,InstituteType,MCCCode,MCCInstitute,Quota,SeatCategory,SeatsOfferedR1,SeatsAllottedR1,NetDifference,FillRate,BestAIR,Q1AIR,MedianAIR,Q3AIR,HighestAIR
Gujarat,All India except Central University,200637,"Government Medical College, Panchmahal Godhra, GMERS Medical College Panchmahal Godhra, Near New RTO, Chanchopa, Godhra, Dist: Panchmahal, GUJARAT",All India,ST,1,1,0,1.0,112876,112876.0,112876.0,112876.0,112876
Maharashtra,All India except Central University,200679,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401",All India,EWS,1,1,0,1.0,21360,21360.0,21360.0,21360.0,21360
Maharashtra,All India except Central University,200679,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401",All India,OBC,4,4,0,1.0,18020,18119.0,18161.5,18175.5,18189
Maharashtra,All India except Central University,200679,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401",All India,Open,5,5,0,1.0,17099,17608.0,17657.0,17798.0,17836
Maharashtra,All India except Central University,200679,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401",All India,SC,3,3,0,1.0,90527,91043.0,91559.0,92696.0,93833
Maharashtra,All India except Central University,200679,"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401",All India,ST,2,2,0,1.0,119387,119720.25,120053.5,120386.75,120720
Punjab,All India except Central University,200244,"Government Medical College, Patiala, Sangrur road Government Medical College, Patiala",All India,EWS,4,4,0,1.0,5440,5948.5,6332.5,6867.75,7830
Punjab,All India except Central University,200244,"Government Medical College, Patiala, Sangrur road Government Medical College, Patiala",All India,OBC,9,9,0,1.0,4400,4625.0,4945.0,5650.0,6076
Punjab,All India except Central University,200244,"Government Medical College, Patiala, Sangrur road Government Medical College, Patiala",All India,OBC PwD,1,1,0,1.0,396535,396535.0,396535.0,396535.0,396535
Punjab,All India except Central University,200244,"Government Medical College, Patiala, Sangrur road Government Medical College, Patiala",All India,Open,13,13,0,1.0,736,2669.0,3564.0,3736.0,3949
Punjab,All India except Central University,200244,"Government Medical College, Patiala, Sangrur road Government Medical College, Patiala",All India,Open PwD,1,1,0,1.0,329195,329195.0,329195.0,329195.0,329195
Punjab,All India except Central University,200244,"Government Medical College, Patiala, Sangrur road Government Medical College, Patiala",All India,SC,6,6,0,1.0,27959,31334.75,34631.5,35326.5,36877
Punjab,All India except Central University,200244,"Government Medical College, Patiala, Sangrur road Government Medical College, Patiala",All India,ST,3,3,0,1.0,66750,71840.5,76931.0,80853.0,84775
Andhra Pradesh,All India except Central University,904737,"Government Medical College, Piduguralla, BRAHMMANAPALLE VILLAGE, STATE HIGHWAY-2,PIDUGURALLA MANDAL , PALNADU DISTRICT",All India,OBC,2,2,0,1.0,22440,22464.0,22488.0,22512.0,22536
Andhra Pradesh,All India except Central University,904737,"Government Medical College, Piduguralla, BRAHMMANAPALLE VILLAGE, STATE HIGHWAY-2,PIDUGURALLA MANDAL , PALNADU DISTRICT",All India,Open,3,3,0,1.0,17322,17545.0,17768.0,20055.0,22342
Andhra Pradesh,All India except Central University,904737,"Government Medical College, Piduguralla, BRAHMMANAPALLE VILLAGE, STATE HIGHWAY-2,PIDUGURALLA MANDAL , PALNADU DISTRICT",All India,SC PwD,1,1,0,1.0,1143583,1143583.0,1143583.0,1143583.0,1143583
Andhra Pradesh,All India except Central University,904737,"Government Medical College, Piduguralla, BRAHMMANAPALLE VILLAGE, STATE HIGHWAY-2,PIDUGURALLA MANDAL , PALNADU DISTRICT",All India,ST,1,1,0,1.0,131363,131363.0,131363.0,131363.0,131363
Gujarat,All India except Central University,200636,"Government Medical College, Porbandar, Behind ITI and Navoday Vidyalay, Dharampur, Porbandar",All India,EWS,2,2,0,1.0,19955,20313.75,20672.5,21031.25,21390
Gujarat,All India except Central University,200636,"Government Medical College, Porbandar, Behind ITI and Navoday Vidyalay, Dharampur, Porbandar",All India,OBC,3,3,0,1.0,18112,18143.0,18174.0,18356.5,18539
Gujarat,All India except Central University,200636,"Government Medical College, Porbandar, Behind ITI and Navoday Vidyalay, Dharampur, Porbandar",All India,OBC PwD,1,1,0,1.0,633328,633328.0,633328.0,633328.0,633328
Gujarat,All India except Central University,200636,"Government Medical College, Porbandar, Behind ITI and Navoday Vidyalay, Dharampur, Porbandar",All India,Open,5,5,0,1.0,13141,14115.0,14692.0,14819.0,15006
Gujarat,All India except Central University,200636,"Government Medical College, Porbandar, Behind ITI and Navoday Vidyalay, Dharampur, Porbandar",All India,Open PwD,1,1,0,1.0,592487,592487.0,592487.0,592487.0,592487
Gujarat,All India except Central University,200636,"Government Medical College, Porbandar, Behind ITI and Navoday Vidyalay, Dharampur, Porbandar",All India,SC,2,2,0,1.0,89019,89970.25,90921.5,91872.75,92824
Gujarat,All India except Central University,200636,"Government Medical College, Porbandar, Behind ITI and Navoday Vidyalay, Dharampur, Porbandar",All India,ST,1,1,0,1.0,76825,76825.0,76825.0,76825.0,76825
Tamil Nadu,All India except Central University,200267,"Government Medical College, Pudukottai, Tamil Nadu, MULLUR PUDUKKOTTAI PO PUDUKKOTTAI",All India,EWS,3,3,0,1.0,23217,24582.5,25948.0,26362.0,26776
Tamil Nadu,All India except Central University,200267,"Government Medical College, Pudukottai, Tamil Nadu, MULLUR PUDUKKOTTAI PO PUDUKKOTTAI",All India,OBC,6,6,0,1.0,12656,12825.75,12912.5,13098.25,13147
Tamil Nadu,All India except Central University,200267,"Government Medical College, Pudukottai, Tamil Nadu, MULLUR PUDUKKOTTAI PO PUDUKKOTTAI",All India,Open,9,9,0,1.0,7323,9498.0,11517.0,12131.0,12570
Tamil Nadu,All India except Central University,200267,"Government Medical College, Pudukottai, Tamil Nadu, MULLUR PUDUKKOTTAI PO PUDUKKOTTAI",All India,SC,3,3,0,1.0,43756,44913.0,46070.0,47373.5,48677
Tamil Nadu,All India except Central University,200267,"Government Medical College, Pudukottai, Tamil Nadu, MULLUR PUDUKKOTTAI PO PUDUKKOTTAI",All India,ST,1,1,0,1.0,120178,120178.0,120178.0,120178.0,120178
Bihar,All India except Central University,200677,"Government Medical College, Purnea, govt.mcpurnea@gmail.com",All India,EWS,2,2,0,1.0,14770,15086.5,15403.0,15719.5,16036
Bihar,All India except Central University,200677,"Government Medical College, Purnea, govt.mcpurnea@gmail.com",All India,OBC,3,3,0,1.0,14059,14165.5,14272.0,14329.0,14386
Bihar,All India except Central University,200677,"Government Medical College, Purnea, govt.mcpurnea@gmail.com",All India,OBC PwD,1,1,0,1.0,549084,549084.0,549084.0,549084.0,549084
Bihar,All India except Central University,200677,"Government Medical College, Purnea, govt.mcpurnea@gmail.com",All India,Open,6,6,0,1.0,12644,13054.75,13214.5,13600.75,13799
Bihar,All India except Central University,200677,"Government Medical College, Purnea, govt.mcpurnea@gmail.com",All India,SC,2,2,0,1.0,72633,75307.5,77982.0,80656.5,83331
Bihar,All India except Central University,200677,"Government Medical College, Purnea, govt.mcpurnea@gmail.com",All India,ST,1,1,0,1.0,113289,113289.0,113289.0,113289.0,113289
Andhra Pradesh,All India except Central University,200662,"Government Medical College, Rajamahendravaram, Government Medical College,D.No.55-4-1,Central Jail Road ,Near CTRI, Rajamahendravaram.",All India,EWS,2,2,0,1.0,25149,25319.0,25489.0,25659.0,25829
Andhra Pradesh,All India except Central University,200662,"Government Medical College, Rajamahendravaram, Government Medical College,D.No.55-4-1,Central Jail Road ,Near CTRI, Rajamahendravaram.",All India,OBC,6,6,0,1.0,19830,20450.75,20930.0,21308.75,21444
Andhra Pradesh,All India except Central University,200662,"Government Medical College, Rajamahendravaram, Government Medical College,D.No.55-4-1,Central Jail Road ,Near CTRI, Rajamahendravaram.",All India,Open,9,9,0,1.0,16884,18103.0,19446.0,19488.0,19765
Andhra Pradesh,All India except Central University,200662,"Government Medical College, Rajamahendravaram, Government Medical College,D.No.55-4-1,Central Jail Road ,Near CTRI, Rajamahendravaram.",All India,Open PwD,1,1,0,1.0,398598,398598.0,398598.0,398598.0,398598
Andhra Pradesh,All India except Central University,200662,"Government Medical College, Rajamahendravaram, Government Medical College,D.No.55-4-1,Central Jail Road ,Near CTRI, Rajamahendravaram.",All India,SC,3,3,0,1.0,42735,49999.0,57263.0,64442.0,71621
Andhra Pradesh,All India except Central University,200662,"Government Medical College, Rajamahendravaram, Government Medical College,D.No.55-4-1,Central Jail Road ,Near CTRI, Rajamahendravaram.",All India,ST,1,1,0,1.0,93337,93337.0,93337.0,93337.0,93337
Telangana,All India except Central University,200656,"Government Medical College, Rajanna Sircilla, GOVERNMENT MEDICAL COLLEGE NEAR KASTURBA GIRLS SCHOOL PEDDUR SIRCILLA DISTRICT RAJANNA SIRCILLA",All India,EWS,1,1,0,1.0,25422,25422.0,25422.0,25422.0,25422
Telangana,All India except Central University,200656,"Government Medical College, Rajanna Sircilla, GOVERNMENT MEDICAL COLLEGE NEAR KASTURBA GIRLS SCHOOL PEDDUR SIRCILLA DISTRICT RAJANNA SIRCILLA",All India,OBC,5,5,0,1.0,21689,21714.0,21744.0,21774.0,21951
Telangana,All India except Central University,200656,"Government Medical College, Rajanna Sircilla, GOVERNMENT MEDICAL COLLEGE NEAR KASTURBA GIRLS SCHOOL PEDDUR SIRCILLA DISTRICT RAJANNA SIRCILLA",All India,Open,6,6,0,1.0,19530,20065.0,20950.5,21016.25,21038
Telangana,All India except Central University,200656,"Government Medical College, Rajanna Sircilla, GOVERNMENT MEDICAL COLLEGE NEAR KASTURBA GIRLS SCHOOL PEDDUR SIRCILLA DISTRICT RAJANNA SIRCILLA",All India,SC,2,2,0,1.0,103218,103283.5,103349.0,103414.5,103480
Telangana,All India except Central University,200656,"Government Medical College, Rajanna Sircilla, GOVERNMENT MEDICAL COLLEGE NEAR KASTURBA GIRLS SCHOOL PEDDUR SIRCILLA DISTRICT RAJANNA SIRCILLA",All India,ST,1,1,0,1.0,124325,124325.0,124325.0,124325.0,124325
Jammu And Kashmir,All India except Central University,200640,"Government Medical College, Rajouri, J&K, Government Medical College, Kheora, Mehra, Rajouri, Jammu and Kashmir.",All India,EWS,2,2,0,1.0,15728,16885.5,18043.0,19200.5,20358
Jammu And Kashmir,All India except Central University,200640,"Government Medical College, Rajouri, J&K, Government Medical College, Kheora, Mehra, Rajouri, Jammu and Kashmir.",All India,OBC,7,7,0,1.0,15707,15864.0,16029.0,16257.5,16317
Jammu And Kashmir,All India except Central University,200640,"Government Medical College, Rajouri, J&K, Government Medical College, Kheora, Mehra, Rajouri, Jammu and Kashmir.",All India,Open,9,9,0,1.0,11457,14189.0,14523.0,15153.0,15628
Jammu And Kashmir,All India except Central University,200640,"Government Medical College, Rajouri, J&K, Government Medical College, Kheora, Mehra, Rajouri, Jammu and Kashmir.",All India,SC,3,3,0,1.0,65514,68107.0,70700.0,73635.0,76570
Jammu And Kashmir,All India except Central University,200640,"Government Medical College, Rajouri, J&K, Government Medical College, Kheora, Mehra, Rajouri, Jammu and Kashmir.",All India,ST,1,1,0,1.0,79596,79596.0,79596.0,79596.0,79596
Telangana,All India except Central University,200616,"Government Medical College, Ramagundam, SURVEY NUMBER 92 95 96 MALKAPUR VILLAGE RAMAGUNDAM",All India,EWS,3,3,0,1.0,25778,25897.0,26016.0,26389.5,26763
Telangana,All India except Central University,200616,"Government Medical College, Ramagundam, SURVEY NUMBER 92 95 96 MALKAPUR VILLAGE RAMAGUNDAM",All India,OBC,6,6,0,1.0,21759,21870.5,21936.5,22184.0,22263
Telangana,All India except Central University,200616,"Government Medical College, Ramagundam, SURVEY NUMBER 92 95 96 MALKAPUR VILLAGE RAMAGUNDAM",All India,Open,8,8,0,1.0,17046,20106.5,20525.0,20974.0,21436
Telangana,All India except Central University,200616,"Government Medical College, Ramagundam, SURVEY NUMBER 92 95 96 MALKAPUR VILLAGE RAMAGUNDAM",All India,Open PwD,1,1,0,1.0,464083,464083.0,464083.0,464083.0,464083
Telangana,All India except Central University,200616,"Government Medical College, Ramagundam, SURVEY NUMBER 92 95 96 MALKAPUR VILLAGE RAMAGUNDAM",All India,SC,3,3,0,1.0,101198,101779.0,102360.0,102712.0,103064
Telangana,All India except Central University,200616,"Government Medical College, Ramagundam, SURVEY NUMBER 92 95 96 MALKAPUR VILLAGE RAMAGUNDAM",All India,ST,1,1,0,1.0,123735,123735.0,123735.0,123735.0,123735
Tamil Nadu,All India except Central University,200567,"Government Medical College, Ramanathapuram, No 1, Pattinamkathan, Collectorate Backside, Ramanathapuram.",All India,EWS,1,1,0,1.0,27118,27118.0,27118.0,27118.0,27118
Tamil Nadu,All India except Central University,200567,"Government Medical College, Ramanathapuram, No 1, Pattinamkathan, Collectorate Backside, Ramanathapuram.",All India,OBC,4,4,0,1.0,14313,14589.0,14700.0,14731.25,14768
Tamil Nadu,All India except Central University,200567,"Government Medical College, Ramanathapuram, No 1, Pattinamkathan, Collectorate Backside, Ramanathapuram.",All India,Open,7,7,0,1.0,12228,13589.0,13911.0,14092.0,14308
Tamil Nadu,All India except Central University,200567,"Government Medical College, Ramanathapuram, No 1, Pattinamkathan, Collectorate Backside, Ramanathapuram.",All India,SC,2,2,0,1.0,61496,62079.25,62662.5,63245.75,63829
Tamil Nadu,All India except Central University,200567,"Government Medical College, Ramanathapuram, No 1, Pattinamkathan, Collectorate Backside, Ramanathapuram.",All India,ST,1,1,0,1.0,118110,118110.0,118110.0,118110.0,118110
Uttar Pradesh,All India except Central University,200490,"Government Medical College, Rampur, Basti, RAMPUR TAHSIL SADAR BASTI BASTI",All India,EWS,2,2,0,1.0,15802,15834.5,15867.0,15899.5,15932
Uttar Pradesh,All India except Central University,200490,"Government Medical College, Rampur, Basti, RAMPUR TAHSIL SADAR BASTI BASTI",All India,OBC,4,4,0,1.0,13063,13298.5,13409.5,13475.75,13577
Uttar Pradesh,All India except Central University,200490,"Government Medical College, Rampur, Basti, RAMPUR TAHSIL SADAR BASTI BASTI",All India,Open,6,6,0,1.0,9368,11006.25,12197.5,12363.5,12713
Uttar Pradesh,All India except Central University,200490,"Government Medical College, Rampur, Basti, RAMPUR TAHSIL SADAR BASTI BASTI",All India,SC,2,2,0,1.0,66610,67422.5,68235.0,69047.5,69860
Uttar Pradesh,All India except Central University,200490,"Government Medical College, Rampur, Basti, RAMPUR TAHSIL SADAR BASTI BASTI",All India,ST,1,1,0,1.0,77305,77305.0,77305.0,77305.0,77305
Telangana,All India except Central University,200597,"Government Medical College, Sangareddy, OPP. TOWN POLICE STATION, NETAJI NAGAR, SANGAREDDY DISTRICT, TELANGANA - 502001",All India,EWS,2,2,0,1.0,23563,23634.75,23706.5,23778.25,23850
Telangana,All India except Central University,200597,"Government Medical College, Sangareddy, OPP. TOWN POLICE STATION, NETAJI NAGAR, SANGAREDDY DISTRICT, TELANGANA - 502001",All India,OBC,5,5,0,1.0,20681,20699.0,20715.0,20929.0,21005
Telangana,All India except Central University,200597,"Government Medical College, Sangareddy, OPP. TOWN POLICE STATION, NETAJI NAGAR, SANGAREDDY DISTRICT, TELANGANA - 502001",All India,Open,9,9,0,1.0,17618,18508.0,18783.0,20320.0,20656
Telangana,All India except Central University,200597,"Government Medical College, Sangareddy, OPP. TOWN POLICE STATION, NETAJI NAGAR, SANGAREDDY DISTRICT, TELANGANA - 502001",All India,SC,4,4,0,1.0,64767,75058.5,88103.5,97829.5,98164
Telangana,All India except Central University,200597,"Government Medical College, Sangareddy, OPP. TOWN POLICE STATION, NETAJI NAGAR, SANGAREDDY DISTRICT, TELANGANA - 502001",All India,ST,2,2,0,1.0,89139,91897.75,94656.5,97415.25,100174
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,EWS,1,1,0,1.0,17988,17988.0,17988.0,17988.0,17988
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,EWS PwD,1,1,0,1.0,528338,528338.0,528338.0,528338.0,528338
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,OBC,4,4,0,1.0,14374,14668.75,15175.0,15654.25,15868
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,Open,5,5,0,1.0,12300,12429.0,14005.0,14136.0,14366
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,Open PwD,1,1,0,1.0,420716,420716.0,420716.0,420716.0,420716
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,SC,1,1,0,1.0,67143,67143.0,67143.0,67143.0,67143
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,SC PwD,1,1,0,1.0,725399,725399.0,725399.0,725399.0,725399
Maharashtra,All India except Central University,200576,"Government Medical College, Satara, GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL SATARA DISTRICT CIVIL HOSPITAL CAMPUS SADAR BAZAR CA",All India,ST,1,1,0,1.0,116386,116386.0,116386.0,116386.0,116386
Madhya Pradesh,All India except Central University,200657,"Government Medical College, Satna, Near Kendriya Vidyalaya No. 2, Kripalpur Satna",All India,EWS,3,3,0,1.0,15727,16402.5,17078.0,17415.0,17752
Madhya Pradesh,All India except Central University,200657,"Government Medical College, Satna, Near Kendriya Vidyalaya No. 2, Kripalpur Satna",All India,OBC,6,6,0,1.0,15770,16002.25,16163.5,16549.75,16711
Madhya Pradesh,All India except Central University,200657,"Government Medical College, Satna, Near Kendriya Vidyalaya No. 2, Kripalpur Satna",All India,Open,8,8,0,1.0,14180,14512.5,14962.0,15409.5,15536
Madhya Pradesh,All India except Central University,200657,"Government Medical College, Satna, Near Kendriya Vidyalaya No. 2, Kripalpur Satna",All India,Open PwD,1,1,0,1.0,525671,525671.0,525671.0,525671.0,525671
Madhya Pradesh,All India except Central University,200657,"Government Medical College, Satna, Near Kendriya Vidyalaya No. 2, Kripalpur Satna",All India,SC,3,3,0,1.0,78724,83031.5,87339.0,88073.5,88808
Madhya Pradesh,All India except Central University,200657,"Government Medical College, Satna, Near Kendriya Vidyalaya No. 2, Kripalpur Satna",All India,ST,1,1,0,1.0,102487,102487.0,102487.0,102487.0,102487
Rajasthan,All India except Central University,902865,"Government Medical College, Sawai Madhopur, Government Medical College, Sawai Madhopur Village Thingla, Sawai Madhopur, Rajasthan",All India,EWS,1,1,0,1.0,11723,11723.0,11723.0,11723.0,11723
Rajasthan,All India except Central University,902865,"Government Medical College, Sawai Madhopur, Government Medical College, Sawai Madhopur Village Thingla, Sawai Madhopur, Rajasthan",All India,OBC,4,4,0,1.0,12157,12351.25,12551.5,12696.25,12724
Rajasthan,All India except Central University,902865,"Government Medical College, Sawai Madhopur, Government Medical College, Sawai Madhopur Village Thingla, Sawai Madhopur, Rajasthan",All India,Open,6,6,0,1.0,7529,9141.5,9305.5,9487.5,9588
Rajasthan,All India except Central University,902865,"Government Medical College, Sawai Madhopur, Government Medical College, Sawai Madhopur Village Thingla, Sawai Madhopur, Rajasthan",All India,SC,2,2,0,1.0,56464,58815.0,61166.0,63517.0,65868
Rajasthan,All India except Central University,902865,"Government Medical College, Sawai Madhopur, Government Medical College, Sawai Madhopur Village Thingla, Sawai Madhopur, Rajasthan",All India,SC PwD,1,1,0,1.0,715954,715954.0,715954.0,715954.0,715954
Rajasthan,All India except Central University,902865,"Government Medical College, Sawai Madhopur, Government Medical College, Sawai Madhopur Village Thingla, Sawai Madhopur, Rajasthan",All India,ST,1,1,0,1.0,68275,68275.0,68275.0,68275.0,68275
Madhya Pradesh,All India except Central University,902825,"Government Medical College, Seoni, Government Medical College, Kandipaar Village, Seoni",All India,EWS,1,1,0,1.0,17376,17376.0,17376.0,17376.0,17376
Madhya Pradesh,All India except Central University,902825,"Government Medical College, Seoni, Government Medical College, Kandipaar Village, Seoni",All India,OBC,4,4,0,1.0,15949,16383.25,16573.0,16635.25,16687
Madhya Pradesh,All India except Central University,902825,"Government Medical College, Seoni, Government Medical College, Kandipaar Village, Seoni",All India,Open,7,7,0,1.0,11893,13952.0,15389.0,15774.0,15877
Madhya Pradesh,All India except Central University,902825,"Government Medical College, Seoni, Government Medical College, Kandipaar Village, Seoni",All India,SC,2,2,0,1.0,72464,73304.25,74144.5,74984.75,75825
Madhya Pradesh,All India except Central University,902825,"Government Medical College, Seoni, Government Medical College, Kandipaar Village, Seoni",All India,ST,1,1,0,1.0,104543,104543.0,104543.0,104543.0,104543
Madhya Pradesh,All India except Central University,200471,"Government Medical College, Shahdol, MP, GRAM CHAMPA KUDRI ROAD NEAR NEW BUS STAND SHAHDOL MP",All India,EWS,2,2,0,1.0,15584,15624.25,15664.5,15704.75,15745
Madhya Pradesh,All India except Central University,200471,"Government Medical College, Shahdol, MP, GRAM CHAMPA KUDRI ROAD NEAR NEW BUS STAND SHAHDOL MP",All India,OBC,3,3,0,1.0,15164,15288.0,15412.0,15549.5,15687
Madhya Pradesh,All India except Central University,200471,"Government Medical College, Shahdol, MP, GRAM CHAMPA KUDRI ROAD NEAR NEW BUS STAND SHAHDOL MP",All India,OBC PwD,1,1,0,1.0,553512,553512.0,553512.0,553512.0,553512
Madhya Pradesh,All India except Central University,200471,"Government Medical College, Shahdol, MP, GRAM CHAMPA KUDRI ROAD NEAR NEW BUS STAND SHAHDOL MP",All India,Open,5,5,0,1.0,13754,13866.0,13929.0,14428.0,14717
Madhya Pradesh,All India except Central University,200471,"Government Medical College, Shahdol, MP, GRAM CHAMPA KUDRI ROAD NEAR NEW BUS STAND SHAHDOL MP",All India,SC,3,3,0,1.0,80680,81554.0,82428.0,82452.0,82476
Madhya Pradesh,All India except Central University,200471,"Government Medical College, Shahdol, MP, GRAM CHAMPA KUDRI ROAD NEAR NEW BUS STAND SHAHDOL MP",All India,ST,1,1,0,1.0,99692,99692.0,99692.0,99692.0,99692
Uttar Pradesh,All India except Central University,200491,"Government Medical College, Shahjahanpur, UP, AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH",All India,EWS,2,2,0,1.0,13295,13715.0,14135.0,14555.0,14975
Uttar Pradesh,All India except Central University,200491,"Government Medical College, Shahjahanpur, UP, AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH",All India,OBC,3,3,0,1.0,12018,12393.0,12768.0,12978.0,13188
Uttar Pradesh,All India except Central University,200491,"Government Medical College, Shahjahanpur, UP, AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH",All India,OBC PwD,1,1,0,1.0,496536,496536.0,496536.0,496536.0,496536
Uttar Pradesh,All India except Central University,200491,"Government Medical College, Shahjahanpur, UP, AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH",All India,Open,4,4,0,1.0,9232,11085.25,11793.5,11895.0,11928
Uttar Pradesh,All India except Central University,200491,"Government Medical College, Shahjahanpur, UP, AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH",All India,Open PwD,1,1,0,1.0,477648,477648.0,477648.0,477648.0,477648
Uttar Pradesh,All India except Central University,200491,"Government Medical College, Shahjahanpur, UP, AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH",All India,SC,2,2,0,1.0,63048,65248.5,67449.0,69649.5,71850
Uttar Pradesh,All India except Central University,200491,"Government Medical College, Shahjahanpur, UP, AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH",All India,ST,2,2,0,1.0,98082,98133.25,98184.5,98235.75,98287
Madhya Pradesh,All India except Central University,200488,"Government Medical College, Shivpuri, MP, Near Katha Mill, Gwalior Bypass Highway, Shivpuri",All India,EWS,1,1,0,1.0,15332,15332.0,15332.0,15332.0,15332
Madhya Pradesh,All India except Central University,200488,"Government Medical College, Shivpuri, MP, Near Katha Mill, Gwalior Bypass Highway, Shivpuri",All India,OBC,4,4,0,1.0,12273,12542.25,12762.5,12898.75,12916
Madhya Pradesh,All India except Central University,200488,"Government Medical College, Shivpuri, MP, Near Katha Mill, Gwalior Bypass Highway, Shivpuri",All India,Open,5,5,0,1.0,10513,11317.0,11791.0,11827.0,12037
Madhya Pradesh,All India except Central University,200488,"Government Medical College, Shivpuri, MP, Near Katha Mill, Gwalior Bypass Highway, Shivpuri",All India,Open PwD,1,1,0,1.0,570109,570109.0,570109.0,570109.0,570109
Madhya Pradesh,All India except Central University,200488,"Government Medical College, Shivpuri, MP, Near Katha Mill, Gwalior Bypass Highway, Shivpuri",All India,SC,2,2,0,1.0,58649,59168.75,59688.5,60208.25,60728
Madhya Pradesh,All India except Central University,200488,"Government Medical College, Shivpuri, MP, Near Katha Mill, Gwalior Bypass Highway, Shivpuri",All India,ST,2,2,0,1.0,84100,87241.0,90382.0,93523.0,96664
Telangana,All India except Central University,200458,"Government Medical College, Siddipet, Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet",All India,EWS,3,3,0,1.0,22222,22653.0,23084.0,23106.0,23128
Telangana,All India except Central University,200458,"Government Medical College, Siddipet, Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet",All India,OBC,7,7,0,1.0,18764,19183.5,19424.0,20129.0,20199
Telangana,All India except Central University,200458,"Government Medical College, Siddipet, Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet",All India,OBC PwD,1,1,0,1.0,773457,773457.0,773457.0,773457.0,773457
Telangana,All India except Central University,200458,"Government Medical College, Siddipet, Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet",All India,Open,8,8,0,1.0,13678,16987.75,17617.0,18195.25,18420
Telangana,All India except Central University,200458,"Government Medical College, Siddipet, Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet",All India,Open PwD,1,1,0,1.0,382188,382188.0,382188.0,382188.0,382188
Telangana,All India except Central University,200458,"Government Medical College, Siddipet, Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet",All India,SC,4,4,0,1.0,56257,72736.0,82227.5,87247.5,90312
Telangana,All India except Central University,200458,"Government Medical College, Siddipet, Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet",All India,ST,2,2,0,1.0,90456,91509.0,92562.0,93615.0,94668
Maharashtra,All India except Central University,200587,"Government Medical College, Sindhudurg, Dean Government Medical College Sindhudurg",All India,EWS,1,1,0,1.0,20500,20500.0,20500.0,20500.0,20500
